Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
.,org.jkiss.dbeaver.ext.postgresql.ui.editors,PostgreSourceViewEditor,isReadOnly,Long Statement,The length of the statement "if (sourceObject instanceof PostgreProcedure || sourceObject instanceof PostgreTriggerBase || sourceObject instanceof PostgreViewBase|| sourceObject instanceof PostgreJobStep) {" is 177.,56
.,org.jkiss.dbeaver.ext.postgresql.ui.editors,PostgreSourceViewEditor,contributeEditorCommands,Long Statement,The length of the statement "contributionManager.add(ActionUtils.makeActionContribution(new Action(PostgreMessages.source_view_show_header_label`Action.AS_CHECK_BOX){" is 137.,77
.,org.jkiss.dbeaver.ext.postgresql.ui.editors,PostgreSourceViewEditor,contributeEditorCommands,Long Statement,The length of the statement "contributionManager.add(ActionUtils.makeActionContribution(new Action(PostgreMessages.procedure_check_label`Action.AS_PUSH_BUTTON){" is 131.,77
.,org.jkiss.dbeaver.ext.postgresql.ui.editors,PostgreSourceViewEditor,contributeEditorCommands,Long Statement,The length of the statement "DBWorkbench.getPlatformUI().showError(PostgreMessages.message_open_console`PostgreMessages.error_cant_open_sql_editor`e);" is 121.,77
.,org.jkiss.dbeaver.ext.postgresql.ui.editors,PostgreSourceViewEditor,run,Long Statement,The length of the statement "DBWorkbench.getPlatformUI().showError(PostgreMessages.message_open_console`PostgreMessages.error_cant_open_sql_editor`e);" is 121.,104
.,org.jkiss.dbeaver.ext.postgresql.ui.editors,PostgresRolePrivilegesEditor,createPartControl,Complex Method,Cyclomatic complexity of the method is 15,95
.,org.jkiss.dbeaver.ext.postgresql.ui.editors,PostgresRolePrivilegesEditor,createPartControl,Long Method,The method has 107 lines of code.,95
.,org.jkiss.dbeaver.ext.postgresql.ui.editors,PostgresRolePrivilegesEditor,createPartControl,Long Statement,The length of the statement "roleOrObjectTable=new DatabaseNavigatorTree(composite`DBWorkbench.getPlatform().getNavigatorModel().getRoot()`SWT.MULTI | SWT.FULL_SELECTION`false`isRoleEditor() ? new DatabaseObjectFilter() : null);" is 199.,95
.,org.jkiss.dbeaver.ext.postgresql.ui.editors,PostgresRolePrivilegesEditor,createPartControl,Long Statement,The length of the statement "return PostgreTableReal.class.isAssignableFrom(childType) || PostgreSequence.class.isAssignableFrom(childType) || PostgreProcedure.class.isAssignableFrom(childType);" is 165.,95
.,org.jkiss.dbeaver.ext.postgresql.ui.editors,PostgresRolePrivilegesEditor,select,Long Statement,The length of the statement "return PostgreTableReal.class.isAssignableFrom(childType) || PostgreSequence.class.isAssignableFrom(childType) || PostgreProcedure.class.isAssignableFrom(childType);" is 165.,130
.,org.jkiss.dbeaver.ext.postgresql.ui.editors,PostgresRolePrivilegesEditor,getObjectPermissions,Long Statement,The length of the statement "String fqProcName=DBUtils.getQuotedIdentifier(((PostgreProcedure)object).getSchema()) + "." + ((PostgreProcedure)object).getOverloadedName();" is 141.,228
.,org.jkiss.dbeaver.ext.postgresql.ui.editors,PostgresRolePrivilegesEditor,updateAllCurrentPrivileges,Long Statement,The length of the statement "final PostgrePrivilegeType[] previousPrivilegeTypes=Arrays.stream(permissionTable.getItems()).filter(x -> grant != x.getChecked()).peek(x -> x.setChecked(grant)).map(x -> (PostgrePrivilegeType)x.getData()).toArray(PostgrePrivilegeType[]::new);" is 243.,250
.,org.jkiss.dbeaver.ext.postgresql.ui.editors,PostgresRolePrivilegesEditor,updateCurrentPrivileges,Complex Method,Cyclomatic complexity of the method is 18,262
.,org.jkiss.dbeaver.ext.postgresql.ui.editors,PostgresRolePrivilegesEditor,updateCurrentPrivileges,Long Statement,The length of the statement "PostgreDefaultPrivilege defaultPrivilege=new PostgreDefaultPrivilege(defaultPrivOwner`databaseObject.getName()`Collections.emptyList());" is 136.,262
.,org.jkiss.dbeaver.ext.postgresql.ui.editors,PostgresRolePrivilegesEditor,updateCurrentPrivileges,Long Statement,The length of the statement "PostgrePrivilegeGrant privGrant=new PostgrePrivilegeGrant(currentUser`currentObject.getName()`databaseObject.getDatabase().getName()`databaseObject.getSchema().getName()`databaseObject.getName()`privilegeType`false`false);" is 222.,262
.,org.jkiss.dbeaver.ext.postgresql.ui.editors,PostgresRolePrivilegesEditor,updateCurrentPrivileges,Long Statement,The length of the statement "addChangeCommand(new PostgreCommandGrantPrivilege(defaultPrivOwner != null ? defaultPrivOwner : databaseObject`grant`currentObject`permission`privilegeType == null ? previousPrivilegeTypes : new PostgrePrivilegeType[]{privilegeType})`new DBECommandReflector<PostgrePrivilegeOwner`PostgreCommandGrantPrivilege>(){" is 312.,262
.,org.jkiss.dbeaver.ext.postgresql.ui.editors,PostgresRolePrivilegesEditor,updateObjectPermissions,Complex Conditional,The conditional expression object instanceof DBNDatabaseFolder && getDatabaseObject() != null && getDatabaseObject().getDataSource().getServerType().supportsDefaultPrivileges() is complex.,394
.,org.jkiss.dbeaver.ext.postgresql.ui.editors,PostgresRolePrivilegesEditor,updateObjectPermissions,Complex Method,Cyclomatic complexity of the method is 23,394
.,org.jkiss.dbeaver.ext.postgresql.ui.editors,PostgresRolePrivilegesEditor,updateObjectPermissions,Long Statement,The length of the statement "if (object instanceof DBNDatabaseFolder && getDatabaseObject() != null && getDatabaseObject().getDataSource().getServerType().supportsDefaultPrivileges()) {" is 156.,394
.,org.jkiss.dbeaver.ext.postgresql.ui.editors,PostgresRolePrivilegesEditor,updateObjectPermissions,Magic Number,The method contains a magic number: 2,394
.,org.jkiss.dbeaver.ext.postgresql.ui.editors,PostgresRolePrivilegesEditor,updateObjectPermissions,Magic Number,The method contains a magic number: 2,394
.,org.jkiss.dbeaver.ext.postgresql.ui.editors,PostgresRolePrivilegesEditor,updateObjectPermissions,Magic Number,The method contains a magic number: 2,394
.,org.jkiss.dbeaver.ext.postgresql.ui.editors,PostgresRolePrivilegesEditor,activatePart,Long Statement,The length of the statement "LoadingJob.createService(new DatabaseLoadService<Collection<PostgrePrivilege>>("Load permissions"`getExecutionContext()){" is 121.,515
.,org.jkiss.dbeaver.ext.postgresql.ui.editors,PostgresRolePrivilegesEditor,refreshPart,Complex Conditional,The conditional expression force || (source instanceof DBNEvent && ((DBNEvent)source).getSource() == DBNEvent.UPDATE_ON_SAVE) || !isLoaded is complex.,543
.,org.jkiss.dbeaver.ext.postgresql.ui.editors.sql.handlers,SQLEditorHandlerCheckProcedureConsole,openConsoleCheck,Long Parameter List,The method has 6 parameters. ,47
.,org.jkiss.dbeaver.ext.postgresql.ui.editors.sql.handlers,SQLEditorHandlerCheckProcedureConsole,execute,Long Statement,The length of the statement "DBWorkbench.getPlatformUI().showError(PostgreMessages.message_open_console`PostgreMessages.error_cant_open_sql_editor`e);" is 121.,65
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreAuthPgPassConfigurator,loadSettings,Long Statement,The length of the statement "this.overrideHostname.setSelection(!CommonUtils.isEmpty(connectionConfiguration.getProviderProperty(PostgreConstants.PG_PASS_HOSTNAME)));" is 137.,71
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreAuthPgPassConfigurator,loadSettings,Long Statement,The length of the statement "if (overrideHostname.getSelection() && !CommonUtils.isEmpty(connectionConfiguration.getProviderProperty(PostgreConstants.PG_PASS_HOSTNAME))) {" is 142.,71
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreAuthPgPassConfigurator,saveSettings,Long Statement,The length of the statement "dataSource.getConnectionConfiguration().setProviderProperty(PostgreConstants.PG_PASS_HOSTNAME`overriddenHostnameText.getText());" is 128.,86
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPage,createControl,Long Statement,The length of the statement "Group addrGroup=UIUtils.createControlGroup(mainGroup`UIConnectionMessages.dialog_connection_server_label`4`GridData.FILL_HORIZONTAL`0);" is 135.,81
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPage,createControl,Long Statement,The length of the statement "Label hostLabel=UIUtils.createControlLabel(addrGroup`serverType.isCloudServer() ? PostgreMessages.dialog_setting_connection_cloud_instance : PostgreMessages.dialog_setting_connection_host);" is 189.,81
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPage,createControl,Long Statement,The length of the statement "showNonDefault=UIUtils.createCheckbox(addrGroup`PostgreMessages.dialog_setting_connection_nondefaultDatabase`PostgreMessages.dialog_setting_connection_nondefaultDatabase_tip`false`2);" is 183.,81
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPage,createControl,Long Statement,The length of the statement "Group advancedGroup=UIUtils.createControlGroup(mainGroup`PostgreMessages.dialog_setting_connection_advanced_group_label`4`GridData.HORIZONTAL_ALIGN_BEGINNING`0);" is 161.,81
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPage,createControl,Long Statement,The length of the statement "if (DBWorkbench.hasFeature(DBConnectionConstants.PRODUCT_FEATURE_ADVANCED_DATABASE_ADMINISTRATION) && serverType.supportsClient()) {" is 132.,81
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPage,createControl,Magic Number,The method contains a magic number: 4,81
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPage,createControl,Magic Number,The method contains a magic number: 3,81
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPage,createControl,Magic Number,The method contains a magic number: 355,81
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPage,createControl,Magic Number,The method contains a magic number: 7,81
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPage,createControl,Magic Number,The method contains a magic number: 3,81
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPage,createControl,Magic Number,The method contains a magic number: 2,81
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPage,createControl,Magic Number,The method contains a magic number: 4,81
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPage,createControl,Magic Number,The method contains a magic number: 15,81
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPage,isComplete,Long Statement,The length of the statement "return super.isComplete() && hostText != null && !CommonUtils.isEmpty(hostText.getText()) && (portText == null || !CommonUtils.isEmpty(portText.getText()));" is 156.,214
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPage,loadSettings,Complex Method,Cyclomatic complexity of the method is 14,226
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPage,loadSettings,Long Statement,The length of the statement "showNonDefault.setSelection(CommonUtils.getBoolean(connectionInfo.getProviderProperty(PostgreConstants.PROP_SHOW_NON_DEFAULT_DB)`DBWorkbench.getPlatform().getPreferenceStore().getBoolean(PostgreConstants.PROP_SHOW_NON_DEFAULT_DB)));" is 232.,226
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPage,saveSettings,Complex Method,Cyclomatic complexity of the method is 9,285
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPage,saveSettings,Long Statement,The length of the statement "connectionInfo.setConfigurationType(typeURLRadio.getSelection() ? DBPDriverConfigurationType.URL : DBPDriverConfigurationType.MANUAL);" is 134.,285
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPage,saveSettings,Long Statement,The length of the statement "connectionInfo.setProviderProperty(PostgreConstants.PROP_SHOW_NON_DEFAULT_DB`String.valueOf(showNonDefault.getSelection()));" is 124.,285
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPage,updateUrl,Long Statement,The length of the statement "urlText.setText(dataSourceContainer.getDriver().getConnectionURL(site.getActiveDataSource().getConnectionConfiguration()));" is 123.,326
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPageAdvanced,createControl,Long Statement,The length of the statement "showTemplates=UIUtils.createCheckbox(secureGroup`PostgreMessages.dialog_setting_connection_show_templates`PostgreMessages.dialog_setting_connection_show_templates_tip`false`2);" is 176.,69
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPageAdvanced,createControl,Long Statement,The length of the statement "showUnavailable=UIUtils.createCheckbox(secureGroup`PostgreMessages.dialog_setting_connection_show_not_available_for_conn`PostgreMessages.dialog_setting_connection_show_not_available_for_conn_tip`false`2);" is 204.,69
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPageAdvanced,createControl,Long Statement,The length of the statement "showDatabaseStatistics=UIUtils.createCheckbox(secureGroup`PostgreMessages.dialog_setting_connection_database_statistics`PostgreMessages.dialog_setting_connection_database_statistics_tip`false`2);" is 195.,69
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPageAdvanced,createControl,Long Statement,The length of the statement "readAllDataTypes=UIUtils.createCheckbox(secureGroup`PostgreMessages.dialog_setting_connection_read_all_data_types`PostgreMessages.dialog_setting_connection_read_all_data_types_tip`false`2);" is 189.,69
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPageAdvanced,createControl,Long Statement,The length of the statement "readKeysWithColumns=UIUtils.createCheckbox(secureGroup`PostgreMessages.dialog_setting_connection_read_keys_with_columns`PostgreMessages.dialog_setting_connection_read_keys_with_columns_tip`false`2);" is 198.,69
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPageAdvanced,createControl,Long Statement,The length of the statement "ddPlainBehaviorCombo=UIUtils.createLabelCombo(secureGroup`PostgreMessages.dialog_setting_sql_dd_plain_label`PostgreMessages.dialog_setting_sql_dd_plain_tip`SWT.DROP_DOWN | SWT.READ_ONLY);" is 187.,69
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPageAdvanced,createControl,Long Statement,The length of the statement "ddTagBehaviorCombo=UIUtils.createLabelCombo(secureGroup`PostgreMessages.dialog_setting_sql_dd_tag_label`PostgreMessages.dialog_setting_sql_dd_tag_tip`SWT.DROP_DOWN | SWT.READ_ONLY);" is 181.,69
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPageAdvanced,createControl,Long Statement,The length of the statement "usePreparedStatements=UIUtils.createCheckbox(performanceGroup`PostgreMessages.dialog_setting_connection_use_prepared_statements`PostgreMessages.dialog_setting_connection_use_prepared_statements_tip`false`2);" is 207.,69
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPageAdvanced,createControl,Magic Number,The method contains a magic number: 2,69
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPageAdvanced,createControl,Magic Number,The method contains a magic number: 2,69
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPageAdvanced,createControl,Magic Number,The method contains a magic number: 2,69
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPageAdvanced,createControl,Magic Number,The method contains a magic number: 2,69
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPageAdvanced,createControl,Magic Number,The method contains a magic number: 2,69
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPageAdvanced,createControl,Magic Number,The method contains a magic number: 2,69
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPageAdvanced,createControl,Magic Number,The method contains a magic number: 2,69
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPageAdvanced,createControl,Magic Number,The method contains a magic number: 2,69
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPageAdvanced,createControl,Magic Number,The method contains a magic number: 2,69
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPageAdvanced,loadSettings,Long Statement,The length of the statement "showTemplates.setSelection(CommonUtils.getBoolean(connectionInfo.getProviderProperty(PostgreConstants.PROP_SHOW_TEMPLATES_DB)`globalPrefs.getBoolean(PostgreConstants.PROP_SHOW_TEMPLATES_DB)));" is 192.,142
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPageAdvanced,loadSettings,Long Statement,The length of the statement "showUnavailable.setSelection(CommonUtils.getBoolean(connectionInfo.getProviderProperty(PostgreConstants.PROP_SHOW_UNAVAILABLE_DB)`globalPrefs.getBoolean(PostgreConstants.PROP_SHOW_UNAVAILABLE_DB)));" is 198.,142
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPageAdvanced,loadSettings,Long Statement,The length of the statement "showDatabaseStatistics.setSelection(CommonUtils.getBoolean(connectionInfo.getProviderProperty(PostgreConstants.PROP_SHOW_DATABASE_STATISTICS)`globalPrefs.getBoolean(PostgreConstants.PROP_SHOW_DATABASE_STATISTICS)));" is 215.,142
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPageAdvanced,loadSettings,Long Statement,The length of the statement "readAllDataTypes.setSelection(CommonUtils.getBoolean(connectionInfo.getProviderProperty(PostgreConstants.PROP_READ_ALL_DATA_TYPES)`globalPrefs.getBoolean(PostgreConstants.PROP_READ_ALL_DATA_TYPES)));" is 199.,142
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPageAdvanced,loadSettings,Long Statement,The length of the statement "readKeysWithColumns.setSelection(CommonUtils.getBoolean(connectionInfo.getProviderProperty(PostgreConstants.PROP_READ_KEYS_WITH_COLUMNS)`globalPrefs.getBoolean(PostgreConstants.PROP_READ_KEYS_WITH_COLUMNS)));" is 208.,142
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPageAdvanced,loadSettings,Long Statement,The length of the statement "usePreparedStatements.setSelection(CommonUtils.getBoolean(connectionInfo.getProviderProperty(PostgreConstants.PROP_USE_PREPARED_STATEMENTS)`false));" is 148.,142
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPageAdvanced,loadSettings,Long Statement,The length of the statement "ddPlainBehaviorCombo.select(CommonUtils.getBoolean(connectionInfo.getProviderProperty(PostgreConstants.PROP_DD_PLAIN_STRING)`globalPrefs.getBoolean(PostgreConstants.PROP_DD_PLAIN_STRING)) ? 0 : 1);" is 197.,142
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPageAdvanced,loadSettings,Long Statement,The length of the statement "ddTagBehaviorCombo.select(CommonUtils.getBoolean(connectionInfo.getProviderProperty(PostgreConstants.PROP_DD_TAG_STRING)`globalPrefs.getBoolean(PostgreConstants.PROP_DD_TAG_STRING)) ? 0 : 1);" is 191.,142
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPageAdvanced,saveSettings,Long Statement,The length of the statement "connectionCfg.setProviderProperty(PostgreConstants.PROP_SHOW_UNAVAILABLE_DB`String.valueOf(showUnavailable.getSelection()));" is 124.,178
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPageAdvanced,saveSettings,Long Statement,The length of the statement "connectionCfg.setProviderProperty(PostgreConstants.PROP_SHOW_DATABASE_STATISTICS`String.valueOf(showDatabaseStatistics.getSelection()));" is 136.,178
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPageAdvanced,saveSettings,Long Statement,The length of the statement "connectionCfg.setProviderProperty(PostgreConstants.PROP_READ_ALL_DATA_TYPES`String.valueOf(readAllDataTypes.getSelection()));" is 125.,178
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPageAdvanced,saveSettings,Long Statement,The length of the statement "connectionCfg.setProviderProperty(PostgreConstants.PROP_READ_KEYS_WITH_COLUMNS`String.valueOf(readKeysWithColumns.getSelection()));" is 131.,178
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPageAdvanced,saveSettings,Long Statement,The length of the statement "connectionCfg.setProviderProperty(PostgreConstants.PROP_USE_PREPARED_STATEMENTS`String.valueOf(usePreparedStatements.getSelection()));" is 134.,178
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPageAdvanced,saveSettings,Long Statement,The length of the statement "connectionCfg.setProviderProperty(PostgreConstants.PROP_DD_PLAIN_STRING`String.valueOf(ddPlainBehaviorCombo.getSelectionIndex() == 0));" is 135.,178
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreConnectionPageAdvanced,saveSettings,Long Statement,The length of the statement "connectionCfg.setProviderProperty(PostgreConstants.PROP_DD_TAG_STRING`String.valueOf(ddTagBehaviorCombo.getSelectionIndex() == 0));" is 131.,178
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreCreateDatabaseDialog,createDialogArea,Complex Method,Cyclomatic complexity of the method is 18,72
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreCreateDatabaseDialog,createDialogArea,Long Method,The method has 122 lines of code.,72
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreCreateDatabaseDialog,createDialogArea,Long Statement,The length of the statement "final Composite groupGeneral=UIUtils.createControlGroup(composite`PostgreMessages.dialog_create_db_group_general`2`GridData.FILL_HORIZONTAL`SWT.NONE);" is 150.,72
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreCreateDatabaseDialog,createDialogArea,Long Statement,The length of the statement "userCombo=UIUtils.createLabelCombo(groupGeneral`PostgreMessages.dialog_create_db_label_owner`SWT.BORDER | SWT.DROP_DOWN | SWT.READ_ONLY);" is 137.,72
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreCreateDatabaseDialog,createDialogArea,Long Statement,The length of the statement "final Composite groupDefinition=UIUtils.createControlGroup(composite`PostgreMessages.dialog_create_db_group_definition`2`GridData.FILL_HORIZONTAL`SWT.NONE);" is 156.,72
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreCreateDatabaseDialog,createDialogArea,Long Statement,The length of the statement "templateCombo=UIUtils.createLabelCombo(groupDefinition`PostgreMessages.dialog_create_db_label_template_db`SWT.BORDER | SWT.DROP_DOWN | SWT.READ_ONLY);" is 150.,72
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreCreateDatabaseDialog,createDialogArea,Long Statement,The length of the statement "encodingCombo=UIUtils.createLabelCombo(groupDefinition`PostgreMessages.dialog_create_db_label_encoding`SWT.BORDER | SWT.DROP_DOWN | SWT.READ_ONLY);" is 147.,72
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreCreateDatabaseDialog,createDialogArea,Long Statement,The length of the statement "tablespaceCombo=UIUtils.createLabelCombo(groupDefinition`PostgreMessages.dialog_create_db_label_tablesapce`SWT.BORDER | SWT.DROP_DOWN | SWT.READ_ONLY);" is 151.,72
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreCreateDatabaseDialog,createDialogArea,Magic Number,The method contains a magic number: 8,72
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreCreateDatabaseDialog,createDialogArea,Magic Number,The method contains a magic number: 2,72
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreCreateDatabaseDialog,createDialogArea,Magic Number,The method contains a magic number: 2,72
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreCreateDatabaseDialog,run,Complex Method,Cyclomatic complexity of the method is 13,136
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreCreateExtensionDialog,createDialogArea,Long Method,The method has 104 lines of code.,80
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreCreateExtensionDialog,createDialogArea,Long Statement,The length of the statement "final Text databaseText=UIUtils.createLabelText(group`PostgreMessages.dialog_create_extension_database`newextension.getDatabase().getName()`SWT.BORDER | SWT.READ_ONLY);" is 168.,80
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreCreateExtensionDialog,createDialogArea,Long Statement,The length of the statement "final Combo schemaCombo=UIUtils.createLabelCombo(group`PostgreMessages.dialog_create_extension_schema`SWT.BORDER | SWT.DROP_DOWN | SWT.READ_ONLY);" is 146.,80
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreCreateExtensionDialog,createDialogArea,Long Statement,The length of the statement "columnController.addColumn(PostgreMessages.dialog_create_extension_column_name`null`SWT.NONE`true`true`new CellLabelProvider(){" is 127.,80
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreCreateExtensionDialog,createDialogArea,Long Statement,The length of the statement "columnController.addColumn(PostgreMessages.dialog_create_extension_column_version`null`SWT.NONE`true`true`new CellLabelProvider(){" is 130.,80
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreCreateExtensionDialog,createDialogArea,Long Statement,The length of the statement "columnController.addColumn(PostgreMessages.dialog_create_extension_column_description`null`SWT.NONE`true`true`new CellLabelProvider(){" is 134.,80
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreCreateExtensionDialog,createDialogArea,Long Statement,The length of the statement "final List<PostgreAvailableExtension> installed=new ArrayList<>(newextension.getDatabase().getAvailableExtensions(monitor));" is 124.,80
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreCreateExtensionDialog,createDialogArea,Magic Number,The method contains a magic number: 2,80
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreCreateExtensionDialog,createDialogArea,Magic Number,The method contains a magic number: 600,80
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreCreateExtensionDialog,createDialogArea,Magic Number,The method contains a magic number: 200,80
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreCreateExtensionDialog,run,Long Statement,The length of the statement "final List<PostgreAvailableExtension> installed=new ArrayList<>(newextension.getDatabase().getAvailableExtensions(monitor));" is 124.,181
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreCreateRoleDialog,createDialogArea,Long Statement,The length of the statement "final Composite groupGeneral=UIUtils.createControlGroup(composite`PostgreMessages.dialog_create_role_group_general`2`GridData.FILL_HORIZONTAL`SWT.NONE);" is 152.,49
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreCreateRoleDialog,createDialogArea,Long Statement,The length of the statement "final Text passwordText=UIUtils.createLabelText(groupGeneral`PostgreMessages.dialog_create_role_label_user_password`""`SWT.BORDER | SWT.PASSWORD);" is 146.,49
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreCreateRoleDialog,createDialogArea,Magic Number,The method contains a magic number: 2,49
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreCreateRoleDialog,createDialogArea,Magic Number,The method contains a magic number: 2,49
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreCreateSchemaDialog,createDialogArea,Long Statement,The length of the statement "final Text databaseText=UIUtils.createLabelText(group`"Database"`schema.getDatabase().getName()`SWT.BORDER | SWT.READ_ONLY);" is 124.,61
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreCreateSchemaDialog,createDialogArea,Long Statement,The length of the statement "final Combo userCombo=UIUtils.createLabelCombo(group`PostgreMessages.dialog_create_schema_owner`SWT.BORDER | SWT.DROP_DOWN | SWT.READ_ONLY);" is 140.,61
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreCreateSchemaDialog,createDialogArea,Magic Number,The method contains a magic number: 2,61
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreCreateTablespaceDialog,checkEnabled,Long Statement,The length of the statement "okButton.setEnabled(CommonUtils.isNotEmpty(name) && (!newTablespace.getDataSource().getServerType().supportsTablespaceLocation() || (loc != null && !loc.isEmpty())));" is 166.,69
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreCreateTablespaceDialog,createDialogArea,Long Statement,The length of the statement "UIUtils.createLabelText(group`PostgreMessages.dialog_create_tablespace_database`newTablespace.getDatabase().getName()`SWT.BORDER | SWT.READ_ONLY);" is 146.,77
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreCreateTablespaceDialog,createDialogArea,Long Statement,The length of the statement "final Combo userCombo=UIUtils.createLabelCombo(group`PostgreMessages.dialog_create_tablespace_owner`SWT.BORDER | SWT.DROP_DOWN | SWT.READ_ONLY);" is 144.,77
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreCreateTablespaceDialog,createDialogArea,Magic Number,The method contains a magic number: 2,77
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreCreateTablespaceDialog,createDialogArea,Magic Number,The method contains a magic number: 600,77
.,org.jkiss.dbeaver.ext.postgresql.ui,PostgreCreateTablespaceDialog,createDialogArea,Magic Number,The method contains a magic number: 200,77
